lat,lon,multi_nb_clusters,cumulative_GDD_score,cumulative_GDD_nb_clusters,cumulative_PRECTOT_score,cumulative_PRECTOT_nb_clusters,cumulative_WS2M_score,cumulative_WS2M_nb_clusters,cumulative_RH2M_score,cumulative_RH2M_nb_clusters
21.491028281152968,-13.571798288799789,2,39.70161710923382,3,298.54904941741916,9,61.07692827744824,4,71.5452355276026,3
21.491028281152968,-13.87179828879979,2,39.70161710923382,3,298.54904941741916,9,61.07692827744824,4,71.5452355276026,3
21.491028281152968,-14.171798288799788,2,37.10895769846412,6,222.36844845748664,9,71.03415094788149,3,80.82454993642975,2
21.491028281152968,-14.47179828879979,2,37.10895769846412,6,222.36844845748664,9,71.03415094788149,3,80.82454993642975,2
21.491028281152968,-14.771798288799788,6,39.89629182897826,2,254.1874685087442,9,71.09999222799507,3,73.1912662585831,2
21.491028281152968,-15.071798288799789,6,41.17592681617,2,261.7809858675489,9,80.11244646157927,2,64.77471175241085,5
21.491028281152968,-15.37179828879979,6,41.17592681617,2,261.7809858675489,9,80.11244646157927,2,64.77471175241085,5
21.491028281152968,-15.671798288799788,6,44.17303019457656,2,259.6494336272673,9,86.1214834614843,2,71.37451212107732,4
21.491028281152968,-15.97179828879979,6,44.17303019457656,2,259.6494336272673,9,86.1214834614843,2,71.37451212107732,4
21.491028281152968,-16.27179828879979,3,50.44880149572457,2,359.5322080854648,9,80.1889404034949,2,74.60344943683796,4
21.491028281152968,-16.57179828879979,4,52.31107721513837,4,231.60641259103716,9,68.31813198678861,2,58.156741657698596,3
21.491028281152968,-16.871798288799788,4,52.31107721513837,4,231.60641259103716,9,68.31813198678861,2,58.156741657698596,3
21.79102828115297,-13.271798288799788,2,43.378143827163385,3,265.95256375329257,4,64.15105864611022,5,79.56278832789283,3
21.79102828115297,-13.571798288799789,2,37.93775124213919,3,410.15069951945486,9,68.59095553774098,4,73.30358797135183,3
21.79102828115297,-13.87179828879979,2,37.93775124213919,3,410.15069951945486,9,68.59095553774098,4,73.30358797135183,3
21.79102828115297,-14.171798288799788,2,41.450610549011294,6,329.0572306354593,9,70.3328510355731,4,72.59553523153158,6
21.79102828115297,-14.47179828879979,2,41.450610549011294,6,329.0572306354593,9,70.3328510355731,4,72.59553523153158,6
21.79102828115297,-14.771798288799788,2,40.2758245114291,6,299.0134498698811,9,82.26761273833993,3,71.81605726599828,8
21.79102828115297,-15.071798288799789,6,36.66645722196136,6,322.530830400453,9,96.74902164537174,3,61.911988784529846,2
21.79102828115297,-15.37179828879979,6,36.66645722196136,6,322.530830400453,9,96.74902164537174,3,61.911988784529846,2
21.79102828115297,-15.671798288799788,3,42.02211011232029,2,336.7725268817161,9,84.71062367666461,3,65.16141916927292,4
21.79102828115297,-15.97179828879979,3,42.02211011232029,2,336.7725268817161,9,84.71062367666461,3,65.16141916927292,4
21.79102828115297,-16.27179828879979,2,44.16996879204501,4,407.8881099523102,9,74.84140723237486,3,61.189764652283785,2
21.79102828115297,-16.57179828879979,4,58.944451164024215,4,440.83615434199066,9,68.4894260495985,3,64.82324310625847,4
21.79102828115297,-16.871798288799788,4,58.944451164024215,4,440.83615434199066,9,68.4894260495985,3,64.82324310625847,4
22.091028281152962,-13.271798288799788,3,42.786287882929614,2,192.86298033602463,9,70.91125924445501,4,74.12539326087942,3
22.091028281152962,-13.571798288799789,2,42.05973781391049,2,272.2272891506642,9,76.63380006448024,4,73.93652298584863,2
22.091028281152962,-13.87179828879979,2,42.05973781391049,2,272.2272891506642,9,76.63380006448024,4,73.93652298584863,2
22.091028281152962,-14.171798288799788,2,39.801933141659525,6,340.4864570793974,9,71.423457749976,4,79.0752876391508,6
22.091028281152962,-14.47179828879979,2,39.801933141659525,6,340.4864570793974,9,71.423457749976,4,79.0752876391508,6
22.091028281152962,-14.771798288799788,3,36.345252426303894,8,293.97053560772724,9,85.04361238836408,2,65.6954988102763,2
22.091028281152962,-15.071798288799789,3,34.865686378112976,3,253.17174568331697,9,89.95012585698936,2,65.70583799533686,2
22.091028281152962,-15.37179828879979,3,34.865686378112976,3,253.17174568331697,9,89.95012585698936,2,65.70583799533686,2
22.091028281152962,-15.671798288799788,3,42.62355048100001,4,297.4863580595387,9,89.93908021971136,2,69.02429502277704,2
22.091028281152962,-15.97179828879979,3,42.62355048100001,4,297.4863580595387,9,89.93908021971136,2,69.02429502277704,2
22.091028281152962,-16.27179828879979,4,51.9993767042926,5,414.45752388128955,9,78.45358904713122,2,64.62286141940399,3
22.091028281152962,-16.57179828879979,5,77.8848105422594,4,429.0990894559742,8,66.47694440984347,4,61.20245058686377,3
22.39102828115297,-13.271798288799788,3,42.786287882929614,2,192.86298033602463,9,70.91125924445501,4,74.12539326087942,3
22.39102828115297,-13.571798288799789,2,42.05973781391049,2,272.2272891506642,9,76.63380006448024,4,73.93652298584863,2
22.39102828115297,-13.87179828879979,2,42.05973781391049,2,272.2272891506642,9,76.63380006448024,4,73.93652298584863,2
22.39102828115297,-14.171798288799788,2,39.801933141659525,6,340.4864570793974,9,71.423457749976,4,79.0752876391508,6
22.39102828115297,-14.47179828879979,2,39.801933141659525,6,340.4864570793974,9,71.423457749976,4,79.0752876391508,6
22.39102828115297,-14.771798288799788,3,36.345252426303894,8,293.97053560772724,9,85.04361238836408,2,65.6954988102763,2
22.39102828115297,-15.071798288799789,3,34.865686378112976,3,253.17174568331697,9,89.95012585698936,2,65.70583799533686,2
22.39102828115297,-15.37179828879979,3,34.865686378112976,3,253.17174568331697,9,89.95012585698936,2,65.70583799533686,2
22.39102828115297,-15.671798288799788,3,42.62355048100001,4,297.4863580595387,9,89.93908021971136,2,69.02429502277704,2
22.39102828115297,-15.97179828879979,3,42.62355048100001,4,297.4863580595387,9,89.93908021971136,2,69.02429502277704,2
22.39102828115297,-16.27179828879979,4,51.9993767042926,5,414.45752388128955,9,78.45358904713122,2,64.62286141940399,3
22.691028281152967,-13.271798288799788,3,41.55700554469849,2,137.16376178453467,9,66.92971302279787,2,69.19864633318244,2
22.691028281152967,-13.571798288799789,3,42.309949620760214,2,188.72220853939095,9,76.81999213697989,2,83.0741385667307,3
22.691028281152967,-13.87179828879979,3,42.309949620760214,2,188.72220853939095,9,76.81999213697989,2,83.0741385667307,3
22.691028281152967,-14.171798288799788,2,38.80420639493923,2,199.47932645713456,9,75.89577492730402,2,91.19341576972161,3
22.691028281152967,-14.47179828879979,2,38.80420639493923,2,199.47932645713456,9,75.89577492730402,2,91.19341576972161,3
22.691028281152967,-14.771798288799788,2,35.94131166878781,2,200.55829255833333,9,88.37794839340589,3,76.84129647433593,2
22.691028281152967,-15.071798288799789,3,39.95039655084352,2,161.35917546337154,9,85.36482636521882,2,65.70880496046996,3
22.691028281152967,-15.37179828879979,3,39.95039655084352,2,161.35917546337154,9,85.36482636521882,2,65.70880496046996,3
22.691028281152967,-15.671798288799788,2,43.025490234016274,2,206.89056335746739,9,88.59395363151327,3,71.28485199914282,2
22.691028281152967,-15.97179828879979,2,43.025490234016274,2,206.89056335746739,9,88.59395363151327,3,71.28485199914282,2
22.691028281152967,-16.27179828879979,2,63.092855111731225,5,353.24309624653773,9,77.55788932762978,2,65.01140317690609,3
22.991028281152968,-13.271798288799788,3,41.55700554469849,2,137.16376178453467,9,66.92971302279787,2,69.19864633318244,2
22.991028281152968,-13.571798288799789,3,42.309949620760214,2,188.72220853939095,9,76.81999213697989,2,83.0741385667307,3
22.991028281152968,-13.87179828879979,3,42.309949620760214,2,188.72220853939095,9,76.81999213697989,2,83.0741385667307,3
22.991028281152968,-14.171798288799788,2,38.80420639493923,2,199.47932645713456,9,75.89577492730402,2,91.19341576972161,3
22.991028281152968,-14.47179828879979,2,38.80420639493923,2,199.47932645713456,9,75.89577492730402,2,91.19341576972161,3
22.991028281152968,-14.771798288799788,2,35.94131166878781,2,200.55829255833333,9,88.37794839340589,3,76.84129647433593,2
22.991028281152968,-15.071798288799789,3,39.95039655084352,2,161.35917546337154,9,85.36482636521882,2,65.70880496046996,3
22.991028281152968,-15.37179828879979,3,39.95039655084352,2,161.35917546337154,9,85.36482636521882,2,65.70880496046996,3
22.991028281152968,-15.671798288799788,2,43.025490234016274,2,206.89056335746739,9,88.59395363151327,3,71.28485199914282,2
22.991028281152968,-15.97179828879979,2,43.025490234016274,2,206.89056335746739,9,88.59395363151327,3,71.28485199914282,2
23.29102828115297,-12.671798288799788,5,49.18532117632569,2,161.65200034843292,9,61.25035997036681,2,68.01347451261826,5
23.29102828115297,-12.97179828879979,5,49.18532117632569,2,161.65200034843292,9,61.25035997036681,2,68.01347451261826,5
23.29102828115297,-13.271798288799788,3,46.43801098471871,2,117.67050430292787,9,61.466411655968194,3,68.93322703230466,2
23.29102828115297,-13.571798288799789,3,41.781618220579375,2,330.01746974341825,9,78.51814965003784,2,86.16924065628744,3
23.29102828115297,-13.87179828879979,3,41.781618220579375,2,330.01746974341825,9,78.51814965003784,2,86.16924065628744,3
23.29102828115297,-14.171798288799788,2,37.489295985136025,2,226.49300515578645,9,86.4567336866377,3,84.2947308892345,3
23.29102828115297,-14.47179828879979,2,37.489295985136025,2,226.49300515578645,9,86.4567336866377,3,84.2947308892345,3
23.29102828115297,-14.771798288799788,3,39.260333858871135,3,153.59859411261155,8,87.45969107542791,3,73.65487110197739,2
23.29102828115297,-15.071798288799789,3,40.859774847733554,3,175.8396069089525,9,82.50444430268118,2,70.31112447422495,2
23.29102828115297,-15.37179828879979,3,40.859774847733554,3,175.8396069089525,9,82.50444430268118,2,70.31112447422495,2
23.29102828115297,-15.671798288799788,3,51.85437833616123,5,248.54117415381185,9,79.8576309475821,4,66.95304990458735,2
23.29102828115297,-15.97179828879979,3,51.85437833616123,5,248.54117415381185,9,79.8576309475821,4,66.95304990458735,2
23.591028281152962,-12.071798288799789,4,40.59272551127481,4,252.51759606220529,9,55.841523627240804,2,63.1788093913792,3
23.591028281152962,-12.371798288799793,4,40.59272551127481,4,252.51759606220529,9,55.841523627240804,2,63.1788093913792,3
23.591028281152962,-12.671798288799788,2,40.79466360092372,4,213.6592027155033,9,56.96918534414803,2,62.456283181315165,2
23.591028281152962,-12.97179828879979,2,40.79466360092372,4,213.6592027155033,9,56.96918534414803,2,62.456283181315165,2
23.591028281152962,-13.271798288799788,2,44.09102225278109,2,245.66937679471897,9,56.04743068777081,2,74.56361150131475,3
23.591028281152962,-13.571798288799789,4,39.686762453397414,2,305.4081113917735,9,70.4155601805853,3,72.23083420806859,2
23.591028281152962,-13.87179828879979,4,39.686762453397414,2,305.4081113917735,9,70.4155601805853,3,72.23083420806859,2
23.591028281152962,-14.171798288799788,2,38.92370499783188,4,257.38896959331294,9,76.2544840975095,3,71.82540357260343,2
23.591028281152962,-14.47179828879979,2,38.92370499783188,4,257.38896959331294,9,76.2544840975095,3,71.82540357260343,2
23.591028281152962,-14.771798288799788,3,41.34399301346062,3,201.9970454107855,9,73.17001236565899,2,63.99043749757968,3
23.591028281152962,-15.071798288799789,3,47.36977205784639,5,229.8934822731896,9,74.10678132252623,3,59.12533727313289,3
23.591028281152962,-15.37179828879979,3,47.36977205784639,5,229.8934822731896,9,74.10678132252623,3,59.12533727313289,3
23.591028281152962,-15.671798288799788,5,73.0914139511433,5,224.09554054386658,8,73.57256003990275,2,61.7658290586177,2
23.89102828115297,-12.071798288799789,4,40.59272551127481,4,252.51759606220529,9,55.841523627240804,2,63.1788093913792,3
23.89102828115297,-12.371798288799793,4,40.59272551127481,4,252.51759606220529,9,55.841523627240804,2,63.1788093913792,3
23.89102828115297,-12.671798288799788,2,40.79466360092372,4,213.6592027155033,9,56.96918534414803,2,62.456283181315165,2
23.89102828115297,-12.97179828879979,2,40.79466360092372,4,213.6592027155033,9,56.96918534414803,2,62.456283181315165,2
23.89102828115297,-13.271798288799788,2,44.09102225278109,2,245.66937679471897,9,56.04743068777081,2,74.56361150131475,3
23.89102828115297,-13.571798288799789,4,39.686762453397414,2,305.4081113917735,9,70.4155601805853,3,72.23083420806859,2
23.89102828115297,-13.87179828879979,4,39.686762453397414,2,305.4081113917735,9,70.4155601805853,3,72.23083420806859,2
23.89102828115297,-14.171798288799788,2,38.92370499783188,4,257.38896959331294,9,76.2544840975095,3,71.82540357260343,2
23.89102828115297,-14.47179828879979,2,38.92370499783188,4,257.38896959331294,9,76.2544840975095,3,71.82540357260343,2
23.89102828115297,-14.771798288799788,3,41.34399301346062,3,201.9970454107855,9,73.17001236565899,2,63.99043749757968,3
23.89102828115297,-15.071798288799789,3,47.36977205784639,5,229.8934822731896,9,74.10678132252623,3,59.12533727313289,3
23.89102828115297,-15.37179828879979,3,47.36977205784639,5,229.8934822731896,9,74.10678132252623,3,59.12533727313289,3
23.89102828115297,-15.671798288799788,5,73.0914139511433,5,224.09554054386658,8,73.57256003990275,2,61.7658290586177,2
24.191028281152967,-12.071798288799789,5,41.9033200847108,3,221.7432593082151,9,54.21479776291841,2,57.13258876835285,4
24.191028281152967,-12.371798288799793,5,41.9033200847108,3,221.7432593082151,9,54.21479776291841,2,57.13258876835285,4
24.191028281152967,-12.671798288799788,4,39.83307802965208,2,199.49389854520666,9,55.52629152503269,2,64.16230523757662,3
24.191028281152967,-12.97179828879979,4,39.83307802965208,2,199.49389854520666,9,55.52629152503269,2,64.16230523757662,3
24.191028281152967,-13.271798288799788,2,42.422735614659956,3,271.5806274996576,9,54.089297014229984,2,62.72133760161525,3
24.191028281152967,-13.571798288799789,2,39.734294329477024,4,321.97196852137563,9,56.74429759974188,3,66.07451475603642,2
24.191028281152967,-13.87179828879979,2,39.734294329477024,4,321.97196852137563,9,56.74429759974188,3,66.07451475603642,2
24.191028281152967,-14.171798288799788,2,45.952115723756606,3,210.26731783691307,9,66.18430299124556,2,57.22764455203685,3
24.191028281152967,-14.47179828879979,2,45.952115723756606,3,210.26731783691307,9,66.18430299124556,2,57.22764455203685,3
24.191028281152967,-14.771798288799788,5,41.59953495147795,4,169.93440236017457,9,69.22399959941337,2,63.7738792235757,3
24.191028281152967,-15.071798288799789,5,63.870961701972156,5,177.09891442473318,9,61.69238086923247,2,60.121287630957994,3
24.191028281152967,-15.37179828879979,5,63.870961701972156,5,177.09891442473318,9,61.69238086923247,2,60.121287630957994,3
24.491028281152968,-12.071798288799789,5,41.9033200847108,3,221.7432593082151,9,54.21479776291841,2,57.13258876835285,4
24.491028281152968,-12.371798288799793,5,41.9033200847108,3,221.7432593082151,9,54.21479776291841,2,57.13258876835285,4
24.491028281152968,-12.671798288799788,4,39.83307802965208,2,199.49389854520666,9,55.52629152503269,2,64.16230523757662,3
24.491028281152968,-12.97179828879979,4,39.83307802965208,2,199.49389854520666,9,55.52629152503269,2,64.16230523757662,3
24.491028281152968,-13.271798288799788,2,42.422735614659956,3,271.5806274996576,9,54.089297014229984,2,62.72133760161525,3
24.491028281152968,-13.571798288799789,2,39.734294329477024,4,321.97196852137563,9,56.74429759974188,3,66.07451475603642,2
24.491028281152968,-13.87179828879979,2,39.734294329477024,4,321.97196852137563,9,56.74429759974188,3,66.07451475603642,2
24.491028281152968,-14.171798288799788,2,45.952115723756606,3,210.26731783691307,9,66.18430299124556,2,57.22764455203685,3
24.491028281152968,-14.47179828879979,2,45.952115723756606,3,210.26731783691307,9,66.18430299124556,2,57.22764455203685,3
24.491028281152968,-14.771798288799788,5,41.59953495147795,4,169.93440236017457,9,69.22399959941337,2,63.7738792235757,3
24.491028281152968,-15.071798288799789,5,63.870961701972156,5,177.09891442473318,9,61.69238086923247,2,60.121287630957994,3
24.79102828115297,-12.071798288799789,4,36.52686334525894,5,142.12094523674105,9,53.550029051376534,2,58.96325950130758,2
24.79102828115297,-12.371798288799793,4,36.52686334525894,5,142.12094523674105,9,53.550029051376534,2,58.96325950130758,2
24.79102828115297,-12.671798288799788,4,39.57655450628889,5,118.68833528323567,4,56.232410543331994,2,53.57997153163971,2
24.79102828115297,-12.97179828879979,4,39.57655450628889,5,118.68833528323567,4,56.232410543331994,2,53.57997153163971,2
24.79102828115297,-13.271798288799788,4,43.30405846120026,6,181.98115509952868,9,56.42120955474059,2,60.48070695683231,3
24.79102828115297,-13.571798288799789,2,42.06899002814554,9,207.3287740234577,9,59.83141173988829,3,73.29952647164421,3
24.79102828115297,-13.87179828879979,2,42.06899002814554,9,207.3287740234577,9,59.83141173988829,3,73.29952647164421,3
24.79102828115297,-14.171798288799788,2,45.12624224672501,4,128.63229241652624,9,59.23800840531998,2,67.52638197031686,3
24.79102828115297,-14.47179828879979,2,45.12624224672501,4,128.63229241652624,9,59.23800840531998,2,67.52638197031686,3
24.79102828115297,-14.771798288799788,2,55.26668264048231,6,109.03636045286122,9,62.39018008805193,2,57.69095338130217,3
25.091028281152962,-12.071798288799789,4,37.58579563751332,2,103.68321415822841,5,50.863017622038676,2,66.72400528113181,2
25.091028281152962,-12.371798288799793,4,37.58579563751332,2,103.68321415822841,5,50.863017622038676,2,66.72400528113181,2
25.091028281152962,-12.671798288799788,4,39.994251505956164,2,78.58126889662859,7,47.942203579974574,2,69.9755851847802,2
25.091028281152962,-12.97179828879979,4,39.994251505956164,2,78.58126889662859,7,47.942203579974574,2,69.9755851847802,2
25.091028281152962,-13.271798288799788,3,48.15061362901581,3,101.84154681572002,9,54.861083511549204,2,75.792733432192,2
25.091028281152962,-13.571798288799789,2,51.5493630656892,3,135.95918424706812,9,45.36219410499956,2,67.27801861738213,3
25.091028281152962,-13.87179828879979,2,51.5493630656892,3,135.95918424706812,9,45.36219410499956,2,67.27801861738213,3
25.091028281152962,-14.171798288799788,3,50.359464256104964,6,85.77924301851061,9,48.22164526497764,2,59.51902717926895,3
25.091028281152962,-14.47179828879979,3,50.359464256104964,6,85.77924301851061,9,48.22164526497764,2,59.51902717926895,3
25.091028281152962,-14.771798288799788,2,60.87106203058826,5,83.56758611961263,2,45.14218533260626,3,53.54983657266035,4
25.39102828115297,-12.071798288799789,4,37.58579563751332,2,103.68321415822841,5,50.863017622038676,2,66.72400528113181,2
25.39102828115297,-12.371798288799793,4,37.58579563751332,2,103.68321415822841,5,50.863017622038676,2,66.72400528113181,2
25.39102828115297,-12.671798288799788,4,39.994251505956164,2,78.58126889662859,7,47.942203579974574,2,69.9755851847802,2
25.39102828115297,-12.97179828879979,4,39.994251505956164,2,78.58126889662859,7,47.942203579974574,2,69.9755851847802,2
25.39102828115297,-13.271798288799788,3,48.15061362901581,3,101.84154681572002,9,54.861083511549204,2,75.792733432192,2
25.39102828115297,-13.571798288799789,2,51.5493630656892,3,135.95918424706812,9,45.36219410499956,2,67.27801861738213,3
25.39102828115297,-13.87179828879979,2,51.5493630656892,3,135.95918424706812,9,45.36219410499956,2,67.27801861738213,3
25.39102828115297,-14.171798288799788,3,50.359464256104964,6,85.77924301851061,9,48.22164526497764,2,59.51902717926895,3
25.39102828115297,-14.47179828879979,3,50.359464256104964,6,85.77924301851061,9,48.22164526497764,2,59.51902717926895,3
25.39102828115297,-14.771798288799788,2,60.87106203058826,5,83.56758611961263,2,45.14218533260626,3,53.54983657266035,4
25.691028281152967,-12.071798288799789,3,34.12749850953635,9,67.6170852508787,5,43.796902276716004,2,63.766748049246154,2
25.691028281152967,-12.371798288799793,3,34.12749850953635,9,67.6170852508787,5,43.796902276716004,2,63.766748049246154,2
25.691028281152967,-12.671798288799788,2,39.67444349362982,3,67.42456384740231,5,50.029353727192344,2,62.17622578973623,2
25.691028281152967,-12.97179828879979,2,39.67444349362982,3,67.42456384740231,5,50.029353727192344,2,62.17622578973623,2
25.691028281152967,-13.271798288799788,6,45.43620379621821,3,91.5956262113491,6,50.398569266358344,2,64.35387790254033,2
25.691028281152967,-13.571798288799789,2,50.07393391344921,6,85.02722467730243,9,38.26985591354147,3,57.18866711414664,3
25.691028281152967,-13.87179828879979,2,50.07393391344921,6,85.02722467730243,9,38.26985591354147,3,57.18866711414664,3
25.691028281152967,-14.171798288799788,2,54.613080067599675,5,58.468993485977606,4,33.17771505307865,2,45.89642431795662,5
25.691028281152967,-14.47179828879979,2,54.613080067599675,5,58.468993485977606,4,33.17771505307865,2,45.89642431795662,5
25.991028281152968,-12.071798288799789,3,34.12749850953635,9,67.6170852508787,5,43.796902276716004,2,63.766748049246154,2
25.991028281152968,-12.371798288799793,3,34.12749850953635,9,67.6170852508787,5,43.796902276716004,2,63.766748049246154,2
25.991028281152968,-12.671798288799788,2,39.67444349362982,3,67.42456384740231,5,50.029353727192344,2,62.17622578973623,2
25.991028281152968,-12.97179828879979,2,39.67444349362982,3,67.42456384740231,5,50.029353727192344,2,62.17622578973623,2
25.991028281152968,-13.271798288799788,6,45.43620379621821,3,91.5956262113491,6,50.398569266358344,2,64.35387790254033,2
